"Brigitte Demeyer"		86	1707	http://www.last.fm/music/Brigitte+Demeyer	http://userserve-ak.last.fm/serve/126/510354.jpg	1		"Amy Speace|Micky & the Motorcars"
"Descartes a Kant"		5278	74108	http://www.last.fm/music/Descartes+a+Kant	http://userserve-ak.last.fm/serve/126/146603.jpg	1		"Austin tv|Porter|La Gusana Ciega|Quiero Club|Jumbo"
"The Details"		831	11077	http://www.last.fm/music/The+Details	http://userserve-ak.last.fm/serve/126/533375.jpg	1		"Le Firm|The Debut|Kill The Lights|Blowing Trees|Mersi Bowcos"
"The Devil Wears Prada"	43c0958c-27ef-46c4-b4cc-83cfca54170d	82286	4347086	http://www.last.fm/music/The+Devil+Wears+Prada	http://userserve-ak.last.fm/serve/126/10637795.jpg	1		"Bring Me the Horizon|Gwen Stacy|Underoath|A Day to Remember|Haste the Day"
"Kevin Devine & the Goddamn Band"		371	4807	http://www.last.fm/music/Kevin%2BDevine%2B%2526%2Bthe%2BGoddamn%2BBand	http://userserve-ak.last.fm/serve/126/19822023.jpg	0		"Kevin Devine|Manchester Orchestra|Brand New|Miracle of 86|Right Away, Great Captain!"
"Alela Diane"	8682866a-4f7a-43f5-83b2-06eabd0f2d4c	48720	727519	http://www.last.fm/music/Alela+Diane	http://userserve-ak.last.fm/serve/126/2362466.jpg	1		"Mariee Sioux|Moriarty|Jana Hunter|Karen Dalton|Marissa Nadler"
"Andreia Dias"		627	5938	http://www.last.fm/music/Andreia+Dias	http://userserve-ak.last.fm/serve/126/8583743.jpg	1		"DonaZica|Silvia Penide|Denisse Malebrán|Sandy Leah|Kesia"
"Madi Diaz"		434	2816	http://www.last.fm/music/Madi+Diaz	http://userserve-ak.last.fm/serve/126/17018587.jpg	0		
"Tina Dico"	6bf3dafe-d84d-421d-851c-0c2218446274	42552	413365	http://www.last.fm/music/Tina+Dico	http://userserve-ak.last.fm/serve/126/85746.jpg	1		"Tina Dickow|Nerina Pallot|Anna Nalick|Charlotte Martin|Sia"
Dignan		1430	21065	http://www.last.fm/music/Dignan	http://userserve-ak.last.fm/serve/126/273019.jpg	0		"bear flag revolt|The Hourly Radio|comrade|Colour Revolt|Charmin' Quarks"
"Dikes of Holland"		1	1	http://www.last.fm/music/Dikes+of+Holland		0		
"Diplomats of Solid Sound"	ae617a90-f48d-4278-b57f-219518ee10aa	1141	9693	http://www.last.fm/music/Diplomats+of+Solid+Sound	http://userserve-ak.last.fm/serve/126/143427.gif	0		"The Diplomats of Solid Sound|Carleen & The Groovers|Mickey & The Soul Generation|The New Mastersounds|Spanky Wilson & The Quantic Soul Orchestra"
Dirtblonde		321	1336	http://www.last.fm/music/Dirtblonde	http://userserve-ak.last.fm/serve/126/211899.jpg	1		"The Sailplanes|The Vacancy|Forty Winks|Bombardiers|The Slack Republic"
"The Dirt Drifters"		6	28	http://www.last.fm/music/The+Dirt+Drifters		0		
"Dirty old men"		235	15281	http://www.last.fm/music/Dirty+old+men	http://userserve-ak.last.fm/serve/126/7598951.gif	0		"UNISON SQUARE GARDEN|BUMP OF CHICKEN|GRAPEVINE|gaudie.|つばき"
Disappears		97	723	http://www.last.fm/music/Disappears	http://userserve-ak.last.fm/serve/126/10586845.jpg	0		
"Diva Gash"	8ccaf1bc-87f5-4d43-b660-8c013b78575d	986	11738	http://www.last.fm/music/Diva+Gash	http://userserve-ak.last.fm/serve/126/266546.jpg	0		"De Lux Club|Jerau|the hall effect|Lucas Arnau|Superlitio"
"Dixie Witch"	6351d291-ecf2-4b50-8f3e-4fec5b5f502c	3593	31201	http://www.last.fm/music/Dixie+Witch	http://userserve-ak.last.fm/serve/126/30091.jpg	1		"Halfway to Gone|Throttlerod|Suplecs|Greenleaf|Sasquatch"
"Dj Ipek"		6	56	http://www.last.fm/music/Dj+Ipek	http://userserve-ak.last.fm/serve/126/3902004.jpg	0		
"DJ Jester The Filipino Fist"		793	2026	http://www.last.fm/music/DJ+Jester+The+Filipino+Fist	http://userserve-ak.last.fm/serve/126/153346.jpg	1		"Beans with The Holy Fuck|PKT|Ambulette (aka Bella lea)|F For Fake|LZ Love"
Dlugokecki	8b3514e7-9ecb-4c4a-9033-2a6dfa0a38e0	282	3452	http://www.last.fm/music/Dlugokecki	http://userserve-ak.last.fm/serve/126/335620.jpg	1		"Peter Brame|Ryan Tedder|The Mo|Suze DeMarchi|Honeybug"
"DM Stith"		1448	11558	http://www.last.fm/music/DM+Stith	http://userserve-ak.last.fm/serve/126/5655539.jpg	1		"Timothy Dick|Ermasse|Voda|Holsten|Carrot Eaters"
D.O.		1740	9823	http://www.last.fm/music/D.O.	http://userserve-ak.last.fm/serve/126/488575.jpg	1		"Kill Switch|The Bar Feeders|The Criminals|Promise|Choclair"
"B. Dolan"		602	9947	http://www.last.fm/music/B.+Dolan	http://userserve-ak.last.fm/serve/126/5981915.jpg	1		"Prolyphic & Reanimator|Sage Francis|K-The-I???|Prolyphic and Reanimator|Pink Punk"
Dommin	44cc8cf6-0363-43ff-b686-47c7ff22652b	317	11316	http://www.last.fm/music/Dommin	http://userserve-ak.last.fm/serve/126/283486.jpg	0		"Advent Sleep|The Shadow Dance|Voices of Masada|Usherhouse|Scream Silence"
"The Donkeys"	13877426-5769-4559-94b6-204e81f04224	3640	38542	http://www.last.fm/music/The+Donkeys	http://userserve-ak.last.fm/serve/126/354863.jpg	1		"Lackthereof|Gentleman Jesse|Kelley Stoltz|Oakley Hall|Litost"
Doomtree	020a270c-f4a0-4f22-b204-02ccdba409fb	5023	166569	http://www.last.fm/music/Doomtree	http://userserve-ak.last.fm/serve/126/239641.jpg	1		"P.O.S.|Mac Lethal|Atmosphere|Murs|Brother Ali"
Dorp	97ca7067-7acc-4397-93ab-6b8fd58eac45	665	12300	http://www.last.fm/music/Dorp	http://userserve-ak.last.fm/serve/126/15488807.jpg	1		"Los Licuadoras|Urlaub in Polen|The Dirty Skirts|Dukes Of Windsor|Sold Out"
"Luke Doucet"	28c61030-4f23-47bc-a7ad-2befde0eb34a	7375	72339	http://www.last.fm/music/Luke+Doucet	http://userserve-ak.last.fm/serve/126/166030.jpg	1		"Jason Collett|Justin Rutledge|Leeroy Stagger|Hotel Lights|Joel Plaskett Emergency"
"The Downbeat 5"	6a39b1d1-a092-4637-a0c5-0e00decca8e2	429	1755	http://www.last.fm/music/The+Downbeat+5	http://userserve-ak.last.fm/serve/126/2409693.jpg	1		"Jarvis Humby|The Fondas|Wau y los Arrrghs!!!|Len Price 3|The Ettes"
"Lila Downs"	ad29ae1c-2eda-4071-9dc8-31910e7e546c	57423	618747	http://www.last.fm/music/Lila+Downs	http://userserve-ak.last.fm/serve/126/112885.jpg	1		"Lhasa|Chavela Vargas|Ely Guerra|Susana Baca|Julieta Venegas"
"The Drams"	f1b4cb68-0dc4-403f-b010-021b1302fc37	2389	30644	http://www.last.fm/music/The+Drams	http://userserve-ak.last.fm/serve/126/80056.jpg	1		"Two Cow Garage|Patterson Hood|Blue Mountain|Deadstring Brothers|Tim Easton"
dredg	7b2f87f6-db90-464e-a27a-deb4f7219e90	210517	8500368	http://www.last.fm/music/dredg	http://userserve-ak.last.fm/serve/126/590.jpg	1		"Oceansize|Aereogramme|Blackfield|Amplifier|Pure Reason Revolution"
"Drink Up Buttercup"		454	2272	http://www.last.fm/music/Drink+Up+Buttercup	http://userserve-ak.last.fm/serve/126/2887930.jpg	1		"aderbat|Illinois|Peasant|Animal Collective|Pink Floyd"
"The Drones"	ea005ab4-6290-42d7-8980-c038a919d628	17772	272405	http://www.last.fm/music/The+Drones	http://userserve-ak.last.fm/serve/126/325410.jpg	1		"You Am I|eddy current suppression ring|The Grates|mclusky|The Icarus Line"
Ducktails		878	14468	http://www.last.fm/music/Ducktails	http://userserve-ak.last.fm/serve/126/20524339.jpg	1		"blackholeprojector|Katie Jane Garside|Fluffy Lumbers|Ella Blame|Stories From The Moon"
"The Duhks"	4a0209fd-01f1-41fd-9458-02aa4282f326	8308	117707	http://www.last.fm/music/The+Duhks	http://userserve-ak.last.fm/serve/126/48343.jpg	1		"Crooked Still|Tim O'Brien|Uncle Earl|Chris Thile|The Greencards"
Earthless	bfb6984b-ee02-481a-99cb-b4b44f0ce81b	7438	49717	http://www.last.fm/music/Earthless	http://userserve-ak.last.fm/serve/126/372380.jpg	1		"Mammatus|35007|Dead Meadow|The Sword|Colour Haze"
"Tim Easton"	b1a5d6ef-60fb-476e-b381-c867b92f0384	5505	50184	http://www.last.fm/music/Tim+Easton	http://userserve-ak.last.fm/serve/126/167367.jpg	1		"The Drams|Will Johnson|Peter Bruntnell|Blue Mountain|Cory Branan"
"Easy Star All-Stars"	0cee95e3-a61d-4cd1-a39c-75464a05b606	109628	1769731	http://www.last.fm/music/Easy+Star+All-Stars	http://userserve-ak.last.fm/serve/126/20033.jpg	1		"Mad Professor|Zion Train|10 Ft. Ganja Plant|Groundation|King Tubby"
"Eat Skull"		3059	40493	http://www.last.fm/music/Eat+Skull	http://userserve-ak.last.fm/serve/126/11401523.jpg	1		"Sic Alps|Psychedelic Horseshit|Wavves|Times New Viking|Vivian Girls"
"Ecstatic Sunshine"	d193d0cb-58ae-4487-be22-6a19f07cb010	3539	59627	http://www.last.fm/music/Ecstatic+Sunshine	http://userserve-ak.last.fm/serve/126/379477.jpg	1		"Ponytail|Future Islands|Tickley Feather|Raccoo-oo-oon|videohippos"
"8Ball & MJG"		15318	141801	http://www.last.fm/music/8Ball%2B%2526%2BMJG	http://userserve-ak.last.fm/serve/126/162733.jpg	1		"Project Pat|MJG|UGK|Lil' Flip|Three 6 Mafia"
"Elastic Band"	99f14e4f-908f-47e8-8def-fe787edd75d0	876	4479	http://www.last.fm/music/Elastic+Band	http://userserve-ak.last.fm/serve/126/15626635.jpg	1		"Sandra Bell|The Bugs|Gibby Haynes and His Problem|Divoký Srdce|Motion Pictures"
"The Electric City"		726	2641	http://www.last.fm/music/The+Electric+City	http://userserve-ak.last.fm/serve/126/511671.jpg	1		"The Astro Firs|Braden Kane|Fired For Walking|The Go Station|Esaias"
"The Electric Diorama"		1706	34817	http://www.last.fm/music/The+Electric+Diorama	http://userserve-ak.last.fm/serve/126/2911683.jpg	1		"A Current Affair|Your Hero|Airway|A Thorn for Every Heart|Holiday Unheard Of"
"Electricity In Our Homes"		882	18083	http://www.last.fm/music/Electricity+In+Our+Homes	http://userserve-ak.last.fm/serve/126/2226955.jpg	0		"NEiLS CHiLDREN|Boys Of Brazil|Wretched Replica|Ipso Facto|These New Puritans"
"Electric Touch"		1555	9255	http://www.last.fm/music/Electric+Touch	http://userserve-ak.last.fm/serve/126/5780650.jpg	1		"The Postelles|The Age of Information|Dream State|Hodges|We Shot The Moon"
"Elemeno P"	91e52be0-3607-46d1-83d1-5bea9b8724a1	5585	125515	http://www.last.fm/music/Elemeno+P	http://userserve-ak.last.fm/serve/126/252423.jpg	1		"Dave Dobbyn|48May|Steriogram|Fur Patrol|Stellar*"
"Carrie Elkin"		38	346	http://www.last.fm/music/Carrie+Elkin	http://userserve-ak.last.fm/serve/126/16423971.jpg	1		
Ella	ad70c4c4-73fb-4e35-bf18-c9c8c1961edc	6208	47996	http://www.last.fm/music/Ella	http://userserve-ak.last.fm/serve/126/100580.jpg	1		"DJ Smash|Fedo Mora & Camurri|Captcha|Mondotek|Dim Chris"
"Elliot Brood"		343	4696	http://www.last.fm/music/Elliot+Brood	http://userserve-ak.last.fm/serve/126/392281.jpg	0		"Elliott Brood|Cuff the Duke|The Sadies|Justin Rutledge|Slim Cessna's Auto Club"
"The Elms"	053cf2c4-c3b8-4fc8-b059-51130d3cc175	9316	120735	http://www.last.fm/music/The+Elms	http://userserve-ak.last.fm/serve/126/5078930.jpg	1		"Audio Adrenaline|Jars of Clay|Jon Foreman|Sanctus Real|Tenth Avenue North"
"El Tule"		3	5	http://www.last.fm/music/El+Tule		1		
"The Elysian Quartet"		271	2252	http://www.last.fm/music/The+Elysian+Quartet	http://userserve-ak.last.fm/serve/126/2225712.jpg	0		"aKido|Uncle Bob|Work|Post.Scriptum|Killick"
"Emma Lee"		20	200	http://www.last.fm/music/Emma+Lee	http://userserve-ak.last.fm/serve/126/3110333.jpg	0		"Emma-Lee|Lindi Ortega|Dayna Manning|Sara Quin|Allison Crowe"
"Empire Isis"		119	754	http://www.last.fm/music/Empire+Isis	http://userserve-ak.last.fm/serve/126/16316897.jpg	0		
"The Enright House"		743	12534	http://www.last.fm/music/The+Enright+House	http://userserve-ak.last.fm/serve/126/8812545.jpg	1		"Kill the Zodiac|Odelia|High Dependency Unit|Sora Shima|Ours to Alibi"
"Enter Shikari"	329f95db-f02e-40bf-a5f7-0dea11529ce3	156990	8377304	http://www.last.fm/music/Enter+Shikari	http://userserve-ak.last.fm/serve/126/16996855.jpg	1		"Dividing The Line|Alesana|Sky Eats Airplane|Alexisonfire|HORSE the band"
"eol trio"		16	270	http://www.last.fm/music/eol+trio	http://userserve-ak.last.fm/serve/126/437103.gif	1		
"The Escape Frame"		9198	50241	http://www.last.fm/music/The+Escape+Frame	http://userserve-ak.last.fm/serve/126/413236.jpg	1		"Lorene Drive|Slowbear The Great|Mobius Band|Elektro Music Department|Scumbo"
"ALI ESKANDARIAN"		61	557	http://www.last.fm/music/ALI+ESKANDARIAN	http://userserve-ak.last.fm/serve/126/6758763.jpg	0		
"Eskimo Joe"	fe85786b-e560-4b12-824f-69500da555d7	58221	1172786	http://www.last.fm/music/Eskimo+Joe	http://userserve-ak.last.fm/serve/126/114556.jpg	1		"Powderfinger|Faker|Alex Lloyd|Little Birdy|The Superjesus"
Esser		5875	36521	http://www.last.fm/music/Esser	http://userserve-ak.last.fm/serve/126/11093091.jpg	0		"Rubies|Carbon/Silicon|Days|The Bumblebees|Team Waterpolo"
"The Ettes"	cbcfd7d2-9fcd-40dd-b8ab-93130dc1bac6	6628	67688	http://www.last.fm/music/The+Ettes	http://userserve-ak.last.fm/serve/126/91477.jpg	1		"The Detroit Cobras|Holly Golightly|Gore Gore Girls|Reigning Sound|Black Lips"
Evaline	bf427807-874e-4b8f-8971-decfbdfe7c53	7719	198884	http://www.last.fm/music/Evaline	http://userserve-ak.last.fm/serve/126/252528.jpg	1		"Rock Kills Kid|Lovedrug|Last Winter|Ever We Fall|The Junior Varsity"
"The Evaporators"	39c5bbb6-1e30-4fd1-9316-fef647d241ce	999	14786	http://www.last.fm/music/The+Evaporators	http://userserve-ak.last.fm/serve/126/106973.jpg	1		"The Smugglers|Nardwuar|The Proper Nouns|True Face|Princess Riot"
"The Everyday Visuals"	b585742d-ceb2-41f5-89d4-70780ec61840	486	9746	http://www.last.fm/music/The+Everyday+Visuals	http://userserve-ak.last.fm/serve/126/159607.jpg	1		"Yora|Larsen & Furious Jane|Peachfuzz|Sixteenth Solid Spread|dtg"
"Evil Bebos"		123	502	http://www.last.fm/music/Evil+Bebos	http://userserve-ak.last.fm/serve/126/3809625.jpg	1		"Long Winters' Stare|MYTHOPOEIA|Bitter Hærvest|Bretwaldas Of Heathen Doom|Centurions Ghost"
		0	0			0		
"Tim Exile"	110500b0-78a7-41cb-8535-9f37ab35a902	2355	24579	http://www.last.fm/music/Tim+Exile	http://userserve-ak.last.fm/serve/126/284365.jpg	1		"Chevron|slepcy|AZ-Rotator|Vorpal|Electronic Music Composer"
"Explosions in the Sky"	4236acde-2ce2-441c-a3d4-38d55f1b5474	415550	18204765	http://www.last.fm/music/Explosions+in+the+Sky	http://userserve-ak.last.fm/serve/126/4445542.jpg	1		"This Will Destroy You|God Is an Astronaut|Caspian|Do Make Say Think|Godspeed You! Black Emperor"
Factums		958	26981	http://www.last.fm/music/Factums	http://userserve-ak.last.fm/serve/126/3337689.jpg	0		"Intelligence|Country Teasers|Mac Blackout|The Pink Noise|The Dead C"
"Mickey Factz"		2740	53697	http://www.last.fm/music/Mickey+Factz	http://userserve-ak.last.fm/serve/126/361533.jpg	0		"The Cool Kids|Skillz|Blu|Big Sean|Re-Up Gang"
"John Fairhurst"		83	980	http://www.last.fm/music/John+Fairhurst	http://userserve-ak.last.fm/serve/126/15196055.jpg	0		"Denis Jones"
"Fake Problems"		11668	239456	http://www.last.fm/music/Fake+Problems	http://userserve-ak.last.fm/serve/126/2814322.jpg	1		"Cobra Skulls|The Riot Before|Defiance, Ohio|Against Me!|Andrew Jackson Jihad"
Fanfarlo	91f909a4-809a-47a7-b15f-94d6878b06cb	8015	68182	http://www.last.fm/music/Fanfarlo	http://userserve-ak.last.fm/serve/126/270482.jpg	1		"Pipas|Envelopes|The Little Ones|Hari and Aino|The Wave Pictures"
"The Fashion"	01568cfd-c4bf-4427-a729-cf53051c422c	22176	378628	http://www.last.fm/music/The+Fashion	http://userserve-ak.last.fm/serve/126/390051.jpg	1		"Dúné|VETO|Kashmir|Hot Hot Heat|Moi Caprice"
Fastball	dc083bd6-41a3-436e-9e0a-28b4dc773820	131441	1095634	http://www.last.fm/music/Fastball	http://userserve-ak.last.fm/serve/126/17420.jpg	1		"Better Than Ezra|Gin Blossoms|Semisonic|Barenaked Ladies|Matchbox Twenty"
"Felix Cartal"		3496	28099	http://www.last.fm/music/Felix+Cartal	http://userserve-ak.last.fm/serve/126/2751950.jpg	0		"Don Rimini|The Bloody Beetroots|Crookers|Les Petits Pilous|Hostage"
FemBots	14275ff2-b1cb-4652-a5d4-2d26b71cf259	3785	44511	http://www.last.fm/music/FemBots	http://userserve-ak.last.fm/serve/126/297410.jpg	1		"By Divine Right|Rose melburg|Tristan Psionic|Broken Social Scene|Don Vail"
"Douglas Ferguson"		15	101	http://www.last.fm/music/Douglas+Ferguson	http://userserve-ak.last.fm/serve/126/17493743.jpg	0		
"Ferraby Lionheart"		19274	174200	http://www.last.fm/music/Ferraby+Lionheart	http://userserve-ak.last.fm/serve/126/369153.jpg	1		"Dawn Landes|Sea Wolf|Fionn Regan|Emily Jane White|Two Hours Traffic"
"Benjy Ferree"	2f96dc59-2e3e-4b17-91a8-80c8bd55de19	5636	56220	http://www.last.fm/music/Benjy+Ferree	http://userserve-ak.last.fm/serve/126/358308.gif	1		"Horse Feathers|Sean Hayes|Bodies of Water|Deer Tick|Elvis Perkins"
"Melissa Ferrick"	071e411f-537e-423b-b11e-fe1b8a4590f8	27467	283019	http://www.last.fm/music/Melissa+Ferrick	http://userserve-ak.last.fm/serve/126/16718797.jpg	1		"Ani DiFranco|Melissa Etheridge|Indigo Girls|Catie Curtis|Girlyman"
"Fight Bite"		1994	15409	http://www.last.fm/music/Fight+Bite	http://userserve-ak.last.fm/serve/126/11986533.jpg	1		"Young Rival|Grouper|Los Siquicos Litoraleños|Crystal Stilts|Horse Feathers"
"Fighting With Wire"	157320f6-1934-4a5c-9f04-ef597200618e	2935	74434	http://www.last.fm/music/Fighting+With+Wire	http://userserve-ak.last.fm/serve/126/336031.jpg	1		"Hell Is for Heroes|Future Chaser|General Fiasco|Reuben|Jetplane Landing"
"Fight Like Apes"		6077	91356	http://www.last.fm/music/Fight+Like+Apes	http://userserve-ak.last.fm/serve/126/341498.jpg	1		"Jape|Ham Sandwich|Elle Milano|XX Teens|Ida Maria"
Fin	e4112812-ed91-469e-acfa-7b7e6729a4d1	3571	13646	http://www.last.fm/music/Fin	http://userserve-ak.last.fm/serve/126/54864.jpg	1		"Otherside|rollercoaster pilot|Folio|Ne Glinka|Flakes Uk"
"Final Flash"		93	421	http://www.last.fm/music/Final+Flash	http://userserve-ak.last.fm/serve/126/6647975.jpg	1		"Pink Floyd vs Fragma|Aka Gambit|Abrupt Edge|CHRONO METER|Fooled Kids"
"Tim Finn"	380221b2-54de-4801-b256-6a0f28e28d6f	19767	140374	http://www.last.fm/music/Tim+Finn	http://userserve-ak.last.fm/serve/126/289263.jpg	1		"Lisbeth Scott|Neil Finn|Finn Brothers|Crowded House|Dave Dobbyn"
"Rodney Fisher"		45	229	http://www.last.fm/music/Rodney+Fisher	http://userserve-ak.last.fm/serve/126/49884.jpg	0		SJD
"Five Times August"	f3000e21-2da9-4d47-a1e7-ed2992a10d89	16725	224926	http://www.last.fm/music/Five+Times+August	http://userserve-ak.last.fm/serve/126/7231941.jpg	1		"Jason Reeves|Matt White|Matt Nathanson|Graham Colton|Teddy Geiger"
"Floating Action"		7	67	http://www.last.fm/music/Floating+Action		0		
"Flood of Red"	b09c8493-279c-4d15-9997-68504c5e48dd	9973	124779	http://www.last.fm/music/Flood+of+Red	http://userserve-ak.last.fm/serve/126/182849.jpg	1		"Dividing The Line|We Are The Ocean|Hopes Die Last|The Blackout|Yashin"
"Paul E Flynn"		1	1	http://www.last.fm/music/Paul+E+Flynn		0		
"FNU Ronnies"		112	908	http://www.last.fm/music/FNU+Ronnies	http://userserve-ak.last.fm/serve/126/6102891.jpg	1		"Catatonic Youth|Guinea Worms|Eat Skull|Pink Reason|Nice Face"
"Fol Chen"		642	3222	http://www.last.fm/music/Fol+Chen	http://userserve-ak.last.fm/serve/126/5505273.jpg	1		"On and Off Superfast|Redcar|Teebs/Jackhigh|1000 names|Extruders"
"David Fonseca"	65aaf08a-c92b-4000-9fa9-8f19670ac370	14255	339094	http://www.last.fm/music/David+Fonseca	http://userserve-ak.last.fm/serve/126/340413.jpg	1		"Silence 4|Rita Redshoes|Clã|Humanos|Ornatos Violeta"
"Foreign Born"	2246a5d3-a9c2-4f5d-a20b-972301773d8c	7289	66680	http://www.last.fm/music/Foreign+Born	http://userserve-ak.last.fm/serve/126/95941.jpg	1		"Longwave|Dirty on Purpose|The Bloodsugars|A Brief Smile|Duraluxe"
"Foreign Legion"	3b67efc6-9853-4f7f-9799-59d064fd1d10	2771	25624	http://www.last.fm/music/Foreign+Legion	http://userserve-ak.last.fm/serve/126/12747025.jpg	1		"Stimulated Dummies|Grand Agent|Cali Agents|Self Scientific|Breez Evahflowin"
"Jen Foster"	85066510-e6ac-4cbd-8667-cc52c082e31b	2909	15094	http://www.last.fm/music/Jen+Foster	http://userserve-ak.last.fm/serve/126/182553.jpg	1		"Jess Klein|Disappear Fear|Anne Heaton|Chris Pureka|Edie Carey"
"Ruthie Foster"	e2fe01d9-5295-4701-9987-f2c303908e25	4976	36513	http://www.last.fm/music/Ruthie+Foster	http://userserve-ak.last.fm/serve/126/54623.jpg	1		"Mary Coughlan|Ruthann Friedman|Phoebe Snow|Ted Hawkins|Rory Block"
Found	4cc4c3f7-bdcc-4b10-8772-840f42657a8f	734	9330	http://www.last.fm/music/Found	http://userserve-ak.last.fm/serve/126/2238543.jpg	1		"Teleute|Basheskia|Eagleowl|Pixelh8|Big Dada Sound"
"Fox Cubs"		275	2340	http://www.last.fm/music/Fox+Cubs	http://userserve-ak.last.fm/serve/126/4541651.jpg	1		"General Fiasco|Captain Kidd|Lapels|Tom Williams and The Boat|The Suggestions"
"Francis and the Lights"		1275	19216	http://www.last.fm/music/Francis+and+the+Lights	http://userserve-ak.last.fm/serve/126/4604567.jpg	1		"Janelle Monáe|Carlos Jean|Vulture Realty|アンナリズム|100 múch"
"Eugene Francis Jnr & the Juniors"		34	94	http://www.last.fm/music/Eugene%2BFrancis%2BJnr%2B%2526%2Bthe%2BJuniors	http://userserve-ak.last.fm/serve/126/9100293.png	0		"Eugene Francis Jnr|Das Llamas|Broken Social Scene|sean wright featuring najam sheraz|Amos the Transparent"
"Karima Francis"	b5e76e69-a98e-4349-9a96-c2da0e501e8b	244	2641	http://www.last.fm/music/Karima+Francis	http://userserve-ak.last.fm/serve/126/11975251.jpg	1		"Charlie Winston|Hush The Many (Heed The Few)|Jennifer Glass|Brian Spahr|Mariel"
"Robert Francis"		961	13886	http://www.last.fm/music/Robert+Francis	http://userserve-ak.last.fm/serve/126/10631349.jpg	0		"Indigo Girls & Girlyman|Sam Beer|Michael Trent|Urban Hillbilly Quartet|Orchestra Popolare La Notte della Taranta"
"Sage Francis"	c8fc1732-d191-4a29-a33a-410f98eff13b	124764	4579652	http://www.last.fm/music/Sage+Francis	http://userserve-ak.last.fm/serve/126/7658635.jpg	1		"Non-Prophets|Atmosphere|Sole|Aesop Rock|Buck 65"
"Adam Franklin"	30ec31e4-3374-4774-a9a6-691b81942eed	1139	22718	http://www.last.fm/music/Adam+Franklin	http://userserve-ak.last.fm/serve/126/95435.jpg	0		"Walt Mink|Toshack Highway|Swervedriver|Accidental Superhero|Story of the Sea"
"Kam Franklin"		0	0	http://www.last.fm/music/Kam+Franklin		0		
"Ron Franklin"		449	3315	http://www.last.fm/music/Ron+Franklin	http://userserve-ak.last.fm/serve/126/169667.jpg	0		"Sarah Hepburn|Billy Faier|Mike Wexler|Sam Baker|Brazz Tree"
Freeland	7dd7e6cf-a243-4382-b09f-5fe395cf3d2a	25736	128766	http://www.last.fm/music/Freeland	http://userserve-ak.last.fm/serve/126/248801.jpg	1		"Evil Nine|Plump DJs|Adam Freeland|ILS|Splitloop"
"French Horn Rebellion"		378	5000	http://www.last.fm/music/French+Horn+Rebellion	http://userserve-ak.last.fm/serve/126/29302.jpg	1		
"Jessie Frye"		5	65	http://www.last.fm/music/Jessie+Frye		0		
Fuckshovel		63	423	http://www.last.fm/music/Fuckshovel	http://userserve-ak.last.fm/serve/126/2926762.jpg	1		"Paranoid (NL)|Skweeg|Toni Hiltunen|banda nor|刺客"
"The Fumes"	d415b5f7-d5fa-4abf-91bc-55affd79c4ae	2325	17027	http://www.last.fm/music/The+Fumes	http://userserve-ak.last.fm/serve/126/27093.jpg	1		"Ash Grunwald|The Vasco Era|Mia Dyson|Julian Sas|Bugs Henderson"
Fun	fc62d051-fe73-4c8e-85a8-d5102306fa1a	4253	46688	http://www.last.fm/music/Fun	http://userserve-ak.last.fm/serve/126/18348513.jpg	1		"Echo Is Your Love|All Scars|Rubik|Giddy Motors|Shellac"
		0	0			0		
"Future Of The Left"	82c5d269-41b3-498b-8596-d960c7556268	11768	425172	http://www.last.fm/music/Future+Of+The+Left	http://userserve-ak.last.fm/serve/126/2472083.jpg	1		"mclusky|Pissed Jeans|Brainiac|Shellac|Les Savy Fav"
"Future Virgins"		148	3521	http://www.last.fm/music/Future+Virgins	http://userserve-ak.last.fm/serve/126/16745813.jpg	0		"Banner Pilot|Off With Their Heads|Ringers|Crimpshrine|Pink Razors"
"Dmitry Fyodorov"		1610	10649	http://www.last.fm/music/Dmitry+Fyodorov	http://userserve-ak.last.fm/serve/126/7773343.jpg	1		"Boeoes Kaelstigen|Shinichi Osawa|Karin Ström|Crookers Vs. Salt N Pepa|Fexxe"
GAGAKIRISE		2	26	http://www.last.fm/music/GAGAKIRISE	http://userserve-ak.last.fm/serve/126/21525255.jpg	0		
"The Gala Band"		147	453	http://www.last.fm/music/The+Gala+Band	http://userserve-ak.last.fm/serve/126/2487569.jpg	1		"Lis Harvey|Mimi Ferocious|Raina Rose|Ruthann Friedman|Disappear Fear"
"Benny Gallagher"	4884816a-e9dc-49b4-a59e-d435368b62fa	10	46	http://www.last.fm/music/Benny+Gallagher		1		
"Gang Gang Dance"	83f1cb07-1745-48e6-8576-428604e67aa8	59869	837566	http://www.last.fm/music/Gang+Gang+Dance	http://userserve-ak.last.fm/serve/126/12703713.jpg	1		"High Places|Black Dice|Deerhunter|Telepathe|Raccoo-oo-oon"
"Gary War"		563	5864	http://www.last.fm/music/Gary+War	http://userserve-ak.last.fm/serve/126/20848741.jpg	1		"Ariel Pink's Haunted Graffiti|Holy Shit|The Wiggins|Julia Shammas Holter|Teeth Mountain"
Gaybomb		3	29	http://www.last.fm/music/Gaybomb	http://userserve-ak.last.fm/serve/126/318253.jpg	0		
Geeks		402	3039	http://www.last.fm/music/Geeks	http://userserve-ak.last.fm/serve/126/3885392.jpg	0		"The Geeks|Down to Nothing|The First Step|Set it Straight|Have Heart"
